
###### NEW YORK #####
+-------------------------------------------------------+------------+------------------+------------------+
|antecedent                                             |consequent  |confidence        |lift              |
|[va_45-64, vs_M]                                             |611209 |
|[va_45-64, sr_UNKNOWN]                                       |710092 |
|[va_45-64, sr_UNKNOWN, sa_UNKNOWN]                           |696407 |
|[va_45-64, ss_U]                                             |667176 |
|[va_45-64, ss_U, sr_UNKNOWN]                                 |652980 |
|[va_45-64, ss_U, sr_UNKNOWN, sa_UNKNOWN]                     |652336 |
|[va_45-64, ss_U, sa_UNKNOWN]                                 |663199 |
|[va_45-64, sa_UNKNOWN]                                       |907255 |
|[101]                                                        |603134 |
|[BROOKLYN]                                                   |1547328|
|[BROOKLYN, vs_F]                                             |840099 |
|[BROOKLYN, vs_F, sa_UNKNOWN]                                 |553634 |
|[BROOKLYN, va_25-44]                                         |708081 |
|[BROOKLYN, va_25-44, sa_UNKNOWN]                             |507270 |
|[BROOKLYN, vs_M]                                             |707122 |
|[BROOKLYN, vs_M, sa_UNKNOWN]                                 |579957 |
|[BROOKLYN, vr_BLACK]                                         |698237 |
|[BROOKLYN, sr_UNKNOWN]                                       |850319 |
|[BROOKLYN, sr_UNKNOWN, sa_UNKNOWN]                           |832176 |
|[BROOKLYN, ss_U]                                             |797330 |
|[BROOKLYN, ss_U, sr_UNKNOWN]                                 |777278 |
|[BROOKLYN, ss_U, sr_UNKNOWN, sa_UNKNOWN]                     |776435 |
|[BROOKLYN, ss_U, sa_UNKNOWN]                                 |791916 |
|[BROOKLYN, ss_M]                                             |555527 |
|[BROOKLYN, sa_UNKNOWN]                                       |1133692|
|[sr_BLACK]                                                   |1105387|
|[sr_BLACK, vs_F]                                             |690656 |
|[sr_BLACK, vr_BLACK]                                         |713406 |
|[sr_BLACK, ss_M]                                             |784886 |
|[sa_25-44]                                                   |721611 |
|[sa_25-44, vs_F]                                             |507195 |
|[sa_25-44, ss_M]                                             |543283 |
|[ss_U]                                                       |2591149|
|[ss_U, vs_F]                                                 |1247251|
|[ss_U, vs_F, sr_UNKNOWN]                                     |1217549|
|[ss_U, vs_F, sr_UNKNOWN, sa_UNKNOWN]                         |1215790|
|[ss_U, vs_F, sa_UNKNOWN]                                     |1237414|
|[ss_U, sr_UNKNOWN]                                           |2527084|
|[ss_U, sr_UNKNOWN, sa_UNKNOWN]                               |2524047|
|[ss_U, sa_UNKNOWN]                                           |2573466|
|[QUEENS]                                                     |1079906|
|[QUEENS, vs_F]                                               |562572 |
|[QUEENS, vs_M]                                               |517283 |
|[QUEENS, sr_UNKNOWN]                                         |627308 |
|[QUEENS, sr_UNKNOWN, sa_UNKNOWN]                             |612589 |
|[QUEENS, ss_U]                                               |582906 |
|[QUEENS, ss_U, sr_UNKNOWN]                                   |571060 |
|[QUEENS, ss_U, sr_UNKNOWN, sa_UNKNOWN]                       |570463 |
|[QUEENS, ss_U, sa_UNKNOWN]                                   |579600 |
|[QUEENS, sa_UNKNOWN]                                         |797554 |
|[vs_M]                                                       |2275076|
|[vs_M, sr_UNKNOWN]                                           |1427681|
|[vs_M, sr_UNKNOWN, sa_UNKNOWN]                               |1406306|
|[vs_M, ss_U]                                                 |1343633|
|[vs_M, ss_U, sr_UNKNOWN]                                     |1309272|
|[vs_M, ss_U, sr_UNKNOWN, sa_UNKNOWN]                         |1307994|
|[vs_M, ss_U, sa_UNKNOWN]                                     |1335787|
|[vs_M, sa_UNKNOWN]                                           |1854888|
|[va_18-24]                                                   |705597 |
|[vr_HISPANIC]                                                |1345074|
|[vr_HISPANIC, vs_F]                                          |756369 |
|[vr_HISPANIC, va_25-44]                                      |650342 |
|[vr_HISPANIC, vs_M]                                          |588705 |
|[vr_HISPANIC, sr_UNKNOWN]                                    |690647 |
|[vr_HISPANIC, sr_UNKNOWN, sa_UNKNOWN]                        |668211 |
|[vr_HISPANIC, ss_U]                                          |626301 |
|[vr_HISPANIC, ss_U, sr_UNKNOWN]                              |608389 |
|[vr_HISPANIC, ss_U, sr_UNKNOWN, sa_UNKNOWN]                  |607488 |
|[vr_HISPANIC, ss_U, sa_UNKNOWN]                              |621389 |
|[vr_HISPANIC, ss_M]                                          |540112 |
|[vr_HISPANIC, sa_UNKNOWN]                                    |930973 |
|[638]                                                        |558074 |
+-------------------------------------------------------------+-------+


###### CHICAGO ######
+----------+----------+----------+----+
|antecedent|consequent|confidence|lift|
+----------+----------+----------+----+
+----------+----------+----------+----+

+-----------+-------+
|items      |freq   |
+-----------+-------+
|[14]       |826007 |
|[STREET]   |1884351|
|[APARTMENT]|772465 |
|[06]       |1529357|
|[RESIDENCE]|1230778|
|[26]       |725833 |
|[08B]      |1134101|
+-----------+-------+


#### LOS ANGELES ####
+------------------------+-----------+------------------+------------------+
|antecedent              |consequent |confidence        |lift              |
+------------------------+-----------+------------------+------------------+
|[s_U, a_<18]            |[r_UNKNOWN]|0.9998557339734471|7.6966021376360425|
|[r_WHITE]               |[s_M]      |0.5648148510856664|1.2261537345657696|
|[s_U, r_UNKNOWN]        |[a_<18]    |0.9910862890123815|4.431069301177556 |
|[a_45-64]               |[s_M]      |0.5431244450082456|1.1790661405250744|
|[a_25-44]               |[s_F]      |0.5074294345322383|1.2072734780799146|
|[r_HISPANIC]            |[s_F]      |0.5065466572444393|1.2051731789366582|
|[SINGLE FAMILY DWELLING]|[s_F]      |0.5776585609027145|1.3743622511897289|
|[s_U]                   |[a_<18]    |0.9905249954351675|4.428559801483619 |
|[s_U]                   |[r_UNKNOWN]|0.9992894738931274|7.692243230249147 |
|[r_UNKNOWN, a_<18]      |[s_U]      |0.9444503327302046|7.9332088450617775|
|[a_<18]                 |[s_U]      |0.5272210601931081|4.428559801483619 |
|[a_<18]                 |[r_UNKNOWN]|0.5581500496503349|4.296478701170818 |
|[r_UNKNOWN]             |[s_U]      |0.9157633210138812|7.692243230249147 |
|[r_UNKNOWN]             |[a_<18]    |0.9609827430666705|4.296478701170817 |
+------------------------+-----------+------------------+------------------+

+----------------------------------------------+------+
|items                                         |freq  |
+----------------------------------------------+------+
|[SINGLE FAMILY DWELLING]                      |429283|
|[SINGLE FAMILY DWELLING, s_F]                 |247979|
|[r_WHITE]                                     |510562|
|[r_WHITE, s_F]                                |222157|
|[r_WHITE, s_M]                                |288373|
|[a_18-24]                                     |258497|
|[s_M]                                         |974774|
|[a_<18]                                       |473310|
|[s_U]                                         |251926|
|[s_U, a_<18]                                  |249539|
|[s_U, r_UNKNOWN]                              |251747|
|[s_U, r_UNKNOWN, a_<18]                       |249503|
|[s_F]                                         |889432|
|[r_BLACK]                                     |335321|
|[a_25-44]                                     |794475|
|[a_25-44, s_F]                                |403140|
|[a_25-44, s_M]                                |390948|
|[r_UNKNOWN]                                   |274904|
|[r_UNKNOWN, a_<18]                            |264178|
|[a_45-64]                                     |472980|
|[a_45-64, s_F]                                |215901|
|[a_45-64, s_M]                                |256887|
|[MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)]|265798|
|[STREET]                                      |472864|
|[r_HISPANIC]                                  |725943|
|[r_HISPANIC, a_25-44]                         |338935|
|[r_HISPANIC, s_F]                             |367724|
|[r_HISPANIC, s_M]                             |358153|
+----------------------------------------------+------+

